strategy,strategy_family,config_id,batch_size,lookback_batches,stability,epsilon,traces,success_rate,median_shots,mean_shots,p95_shots,max_shots,median_tvd,mean_tvd,p95_tvd,max_tvd,stable_stop_rate,max_budget_rate
fixed_1000,fixed,,,,,,180,0.2833333333333333,1000.0,1000.0,1000.0,1000.0,0.097975,0.24337972222222223,0.89074,0.89645,0.0,0.0
fixed_2500,fixed,,,,,,180,0.43333333333333335,2500.0,2500.0,2500.0,2500.0,0.06112499999999995,0.16896138888888887,0.745785,0.75515,0.0,0.0
fixed_5000,fixed,,,,,,180,0.5388888888888889,5000.0,5000.0,5000.0,5000.0,0.039599999999999955,0.11590805555555554,0.549825,0.5607500000000001,0.0,0.0
fixed_10000,fixed,,,,,,180,0.6666666666666666,10000.0,10000.0,10000.0,10000.0,0.02357499999999995,0.06667833333333331,0.3123375,0.32025,0.0,0.0
fixed_15000,fixed,,,,,,180,0.7611111111111111,15000.0,15000.0,15000.0,15000.0,0.0140333333333333,0.03870907407407402,0.18252416666666663,0.1860833333333333,0.0,0.0
fixed_18000,fixed,,,,,,180,0.8333333333333334,18000.0,18000.0,18000.0,18000.0,0.0074583333333332995,0.020826049382716,0.08794972222222214,0.0891,0.0,0.0
stable_shots_b50_lb1_k1_eps0p005,stable_shots,b50_lb1_k1_eps0p005,50.0,1.0,1.0,0.005,180,0.45,3600.0,4814.444444444444,10000.0,10000.0,0.05369395962227285,0.08514053888081179,0.3123375,0.32025,1.0,0.0
stable_shots_b50_lb1_k1_eps0p0025,stable_shots,b50_lb1_k1_eps0p0025,50.0,1.0,1.0,0.0025,180,0.9444444444444444,7275.0,9499.166666666666,19950.0,20000.0,0.02415249360613805,0.025257485159794424,0.05256527541944606,0.0661844262295082,1.0,0.0
stable_shots_b50_lb1_k1_eps0p001,stable_shots,b50_lb1_k1_eps0p001,50.0,1.0,1.0,0.001,180,1.0,17050.0,13401.111111111111,20000.0,20000.0,0.0067753968253967504,0.007857394395704782,0.023510605770763516,0.0281423076923077,0.5611111111111111,0.4388888888888889
stable_shots_b50_lb1_k2_eps0p005,stable_shots,b50_lb1_k2_eps0p005,50.0,1.0,2.0,0.005,180,0.4777777777777778,3925.0,5010.277777777777,10050.0,10050.0,0.0522869925136769,0.08311014850000223,0.3107728855721393,0.319094527363184,1.0,0.0
stable_shots_b50_lb1_k2_eps0p0025,stable_shots,b50_lb1_k2_eps0p0025,50.0,1.0,2.0,0.0025,180,0.9555555555555556,7700.0,9838.611111111111,20000.0,20000.0,0.02263936651583705,0.02323870719829493,0.048470399957788055,0.0619944444444444,0.9944444444444445,0.005555555555555556
stable_shots_b50_lb1_k2_eps0p001,stable_shots,b50_lb1_k2_eps0p001,50.0,1.0,2.0,0.001,180,1.0,18900.0,13933.055555555555,20000.0,20000.0,0.0038148550724637,0.006789717878889873,0.021667090487143582,0.025736462882096,0.5111111111111111,0.4888888888888889
stable_shots_b50_lb1_k3_eps0p005,stable_shots,b50_lb1_k3_eps0p005,50.0,1.0,3.0,0.005,180,0.48333333333333334,4325.0,5143.333333333333,10100.0,10100.0,0.05064999999999995,0.08163469465958137,0.30954955445544546,0.3182633663366336,1.0,0.0
stable_shots_b50_lb1_k3_eps0p0025,stable_shots,b50_lb1_k3_eps0p0025,50.0,1.0,3.0,0.0025,180,0.9666666666666667,7950.0,10071.666666666666,20000.0,20000.0,0.020888663644325352,0.02185435503077122,0.047502353336318824,0.0617253164556962,0.9222222222222223,0.07777777777777778
stable_shots_b50_lb1_k3_eps0p001,stable_shots,b50_lb1_k3_eps0p001,50.0,1.0,3.0,0.001,180,1.0,19550.0,14277.222222222223,20000.0,20000.0,0.0022704767136502,0.006080797672128105,0.018994878716744882,0.0227108108108107,0.5111111111111111,0.4888888888888889
stable_shots_b50_lb1_k5_eps0p005,stable_shots,b50_lb1_k5_eps0p005,50.0,1.0,5.0,0.005,180,0.5333333333333333,4500.0,5347.5,10200.0,10200.0,0.0479775689223057,0.0797890191452291,0.3073915196078431,0.3155627450980392,1.0,0.0
stable_shots_b50_lb1_k5_eps0p0025,stable_shots,b50_lb1_k5_eps0p0025,50.0,1.0,5.0,0.0025,180,0.9777777777777777,8500.0,10360.833333333334,20000.0,20000.0,0.0200402159244264,0.020267584287143207,0.043244835177114686,0.0559492882562277,0.9166666666666666,0.08333333333333333
stable_shots_b50_lb1_k5_eps0p001,stable_shots,b50_lb1_k5_eps0p001,50.0,1.0,5.0,0.001,180,1.0,20000.0,14738.055555555555,20000.0,20000.0,0.0,0.005321173233424228,0.017407838257175897,0.0210962406015037,0.4888888888888889,0.5111111111111111
stable_shots_b50_lb1_k10_eps0p005,stable_shots,b50_lb1_k10_eps0p005,50.0,1.0,10.0,0.005,180,0.5777777777777777,4750.0,5707.777777777777,10450.0,10450.0,0.04421766304347825,0.07701816824120515,0.30235117224880376,0.3093722488038277,1.0,0.0
stable_shots_b50_lb1_k10_eps0p0025,stable_shots,b50_lb1_k10_eps0p0025,50.0,1.0,10.0,0.0025,180,1.0,9200.0,10858.888888888889,20000.0,20000.0,0.018818817204301,0.01805132604248687,0.0392363792142658,0.0484510067114093,0.8388888888888889,0.16111111111111112
stable_shots_b50_lb1_k10_eps0p001,stable_shots,b50_lb1_k10_eps0p001,50.0,1.0,10.0,0.001,180,1.0,20000.0,15459.166666666666,20000.0,20000.0,0.0,0.004249252320634659,0.014470684028615038,0.0197717391304347,0.4722222222222222,0.5277777777777778
stable_shots_b50_lb2_k1_eps0p005,stable_shots,b50_lb2_k1_eps0p005,50.0,2.0,1.0,0.005,180,0.8777777777777778,5300.0,8462.5,19900.0,19900.0,0.030711638231197748,0.03164167486982005,0.06359027874564452,0.0775888888888888,1.0,0.0
stable_shots_b50_lb2_k1_eps0p0025,stable_shots,b50_lb2_k1_eps0p0025,50.0,2.0,1.0,0.0025,180,1.0,10000.0,11460.277777777777,20000.0,20000.0,0.01316016483516475,0.012481958615806255,0.031824501349400514,0.0398357142857142,0.6,0.4
stable_shots_b50_lb2_k1_eps0p001,stable_shots,b50_lb2_k1_eps0p001,50.0,2.0,1.0,0.001,180,1.0,20000.0,14911.944444444445,20000.0,20000.0,0.0,0.004679394648040288,0.014620646609788936,0.0190357142857142,0.45555555555555555,0.5444444444444444
stable_shots_b50_lb2_k2_eps0p005,stable_shots,b50_lb2_k2_eps0p005,50.0,2.0,2.0,0.005,180,0.8944444444444445,5600.0,8734.444444444445,19950.0,19950.0,0.029180263157894702,0.02965634663443097,0.05854857984559118,0.0711652542372881,1.0,0.0
stable_shots_b50_lb2_k2_eps0p0025,stable_shots,b50_lb2_k2_eps0p0025,50.0,2.0,2.0,0.0025,180,1.0,10675.0,11826.944444444445,20000.0,20000.0,0.01242540121448705,0.011316058744943024,0.029788715973292156,0.0385919354838709,0.5888888888888889,0.4111111111111111
stable_shots_b50_lb2_k2_eps0p001,stable_shots,b50_lb2_k2_eps0p001,50.0,2.0,2.0,0.001,180,1.0,20000.0,15608.333333333334,20000.0,20000.0,0.0,0.0036484041260278067,0.011964228621804221,0.0162198113207547,0.4222222222222222,0.5777777777777777
stable_shots_b50_lb2_k3_eps0p005,stable_shots,b50_lb2_k3_eps0p005,50.0,2.0,3.0,0.005,180,0.8944444444444445,5925.0,8901.111111111111,20000.0,20000.0,0.0278413810233482,0.028371563831856753,0.05791187219138244,0.0705537190082644,1.0,0.0
stable_shots_b50_lb2_k3_eps0p0025,stable_shots,b50_lb2_k3_eps0p0025,50.0,2.0,3.0,0.0025,180,1.0,11450.0,12084.722222222223,20000.0,20000.0,0.010935294117647001,0.010614742066140093,0.028868217014706647,0.03645,0.5888888888888889,0.4111111111111111
stable_shots_b50_lb2_k3_eps0p001,stable_shots,b50_lb2_k3_eps0p001,50.0,2.0,3.0,0.001,180,1.0,20000.0,15943.888888888889,20000.0,20000.0,0.0,0.0031457415091127464,0.010843416387244025,0.0162197183098591,0.39444444444444443,0.6055555555555555
stable_shots_b50_lb2_k5_eps0p005,stable_shots,b50_lb2_k5_eps0p005,50.0,2.0,5.0,0.005,180,0.9055555555555556,6225.0,9148.888888888889,20000.0,20000.0,0.0268027432712215,0.026684581297834305,0.05637138559148585,0.0697196721311475,0.9222222222222223,0.07777777777777778
stable_shots_b50_lb2_k5_eps0p0025,stable_shots,b50_lb2_k5_eps0p0025,50.0,2.0,5.0,0.0025,180,1.0,11975.0,12371.111111111111,20000.0,20000.0,0.0100241745106828,0.009963264376824989,0.02819509009009001,0.0322326530612244,0.5888888888888889,0.4111111111111111
stable_shots_b50_lb2_k5_eps0p001,stable_shots,b50_lb2_k5_eps0p001,50.0,2.0,5.0,0.001,180,1.0,20000.0,16407.777777777777,20000.0,20000.0,0.0,0.0026215562990435986,0.009710939387161645,0.0115999999999999,0.3888888888888889,0.6111111111111112
stable_shots_b50_lb2_k10_eps0p005,stable_shots,b50_lb2_k10_eps0p005,50.0,2.0,10.0,0.005,180,0.9388888888888889,6875.0,9595.0,20000.0,20000.0,0.024873325085649,0.023706571385705807,0.05047414160819682,0.0632128617363344,0.9166666666666666,0.08333333333333333
stable_shots_b50_lb2_k10_eps0p0025,stable_shots,b50_lb2_k10_eps0p0025,50.0,2.0,10.0,0.0025,180,1.0,13025.0,12878.055555555555,20000.0,20000.0,0.00847730700976035,0.009110714359386278,0.025958415178571392,0.0309736842105262,0.5833333333333334,0.4166666666666667
stable_shots_b50_lb2_k10_eps0p001,stable_shots,b50_lb2_k10_eps0p001,50.0,2.0,10.0,0.001,180,1.0,20000.0,16996.944444444445,20000.0,20000.0,0.0,0.0021371029149246904,0.007707970085469992,0.010979057591623,0.37222222222222223,0.6277777777777778
stable_shots_b50_lb3_k1_eps0p005,stable_shots,b50_lb3_k1_eps0p005,50.0,3.0,1.0,0.005,180,0.9888888888888889,6450.0,9749.722222222223,20000.0,20000.0,0.023743933987511102,0.020299206502924372,0.042570744680850994,0.0562214285714285,0.7388888888888889,0.2611111111111111
stable_shots_b50_lb3_k1_eps0p0025,stable_shots,b50_lb3_k1_eps0p0025,50.0,3.0,1.0,0.0025,180,1.0,12850.0,12285.0,20000.0,20000.0,0.010819444444444399,0.010158903651801103,0.02642990310077512,0.0289333333333333,0.5833333333333334,0.4166666666666667
stable_shots_b50_lb3_k1_eps0p001,stable_shots,b50_lb3_k1_eps0p001,50.0,3.0,1.0,0.001,180,1.0,20000.0,15883.888888888889,20000.0,20000.0,0.0,0.003089152340032507,0.01096119762083371,0.0162197183098591,0.37222222222222223,0.6277777777777778
stable_shots_b50_lb3_k2_eps0p005,stable_shots,b50_lb3_k2_eps0p005,50.0,3.0,2.0,0.005,180,0.9944444444444445,6900.0,9995.833333333334,20000.0,20000.0,0.02224329996487525,0.019024415849435948,0.040125845588235266,0.0550292993630572,0.7333333333333333,0.26666666666666666
stable_shots_b50_lb3_k2_eps0p0025,stable_shots,b50_lb3_k2_eps0p0025,50.0,3.0,2.0,0.0025,180,1.0,13375.0,12684.166666666666,20000.0,20000.0,0.009594264069264051,0.009301469755078857,0.024800444862155345,0.0275990338164251,0.5833333333333334,0.4166666666666667
stable_shots_b50_lb3_k2_eps0p001,stable_shots,b50_lb3_k2_eps0p001,50.0,3.0,2.0,0.001,180,1.0,20000.0,16440.277777777777,20000.0,20000.0,0.0,0.0024591034847370533,0.009204887679481173,0.0141552631578947,0.35555555555555557,0.6444444444444445
stable_shots_b50_lb3_k3_eps0p005,stable_shots,b50_lb3_k3_eps0p005,50.0,3.0,3.0,0.005,180,0.9944444444444445,7525.0,10210.277777777777,20000.0,20000.0,0.01993498546980945,0.018060179547317937,0.03882221472955792,0.054676582278481,0.7277777777777777,0.2722222222222222
stable_shots_b50_lb3_k3_eps0p0025,stable_shots,b50_lb3_k3_eps0p0025,50.0,3.0,3.0,0.0025,180,1.0,13925.0,12951.944444444445,20000.0,20000.0,0.00847250489236785,0.008612637389939448,0.022812793778801774,0.0276807692307692,0.5833333333333334,0.4166666666666667
stable_shots_b50_lb3_k3_eps0p001,stable_shots,b50_lb3_k3_eps0p001,50.0,3.0,3.0,0.001,180,1.0,20000.0,16787.5,20000.0,20000.0,0.0,0.0021000956227757556,0.007662279947537123,0.0102302325581395,0.35555555555555557,0.6444444444444445
stable_shots_b50_lb3_k5_eps0p005,stable_shots,b50_lb3_k5_eps0p005,50.0,3.0,5.0,0.005,180,1.0,7700.0,10472.5,20000.0,20000.0,0.019400155279503048,0.016941575145523025,0.03468188874083941,0.047195238095238,0.7222222222222222,0.2777777777777778
stable_shots_b50_lb3_k5_eps0p0025,stable_shots,b50_lb3_k5_eps0p0025,50.0,3.0,5.0,0.0025,180,1.0,15225.0,13376.666666666666,20000.0,20000.0,0.00808915470494415,0.007866580627455573,0.022235463936580924,0.0245367346938775,0.5777777777777777,0.4222222222222222
stable_shots_b50_lb3_k5_eps0p001,stable_shots,b50_lb3_k5_eps0p001,50.0,3.0,5.0,0.001,180,1.0,20000.0,17309.722222222223,20000.0,20000.0,0.0,0.001638842620239674,0.00699386235808226,0.0090419831223628,0.3333333333333333,0.6666666666666666
stable_shots_b50_lb3_k10_eps0p005,stable_shots,b50_lb3_k10_eps0p005,50.0,3.0,10.0,0.005,180,1.0,8325.0,10889.166666666666,20000.0,20000.0,0.0166041359885358,0.015335377965420314,0.03538380015432087,0.0466552023121387,0.7166666666666667,0.2833333333333333
stable_shots_b50_lb3_k10_eps0p0025,stable_shots,b50_lb3_k10_eps0p0025,50.0,3.0,10.0,0.0025,180,1.0,16225.0,13918.611111111111,20000.0,20000.0,0.00590814536340845,0.0069143727069979795,0.01940415039010666,0.022825702811245,0.5666666666666667,0.43333333333333335
stable_shots_b50_lb3_k10_eps0p001,stable_shots,b50_lb3_k10_eps0p001,50.0,3.0,10.0,0.001,180,1.0,20000.0,17806.11111111111,20000.0,20000.0,0.0,0.0011344294950671823,0.00558274431723903,0.007656106870229,0.2833333333333333,0.7166666666666667
stable_shots_b50_lb5_k1_eps0p005,stable_shots,b50_lb5_k1_eps0p005,50.0,5.0,1.0,0.005,180,1.0,8525.0,10968.888888888889,20000.0,20000.0,0.01549852941176465,0.014387715663184928,0.033383553389455,0.0384514563106796,0.6777777777777778,0.32222222222222224
stable_shots_b50_lb5_k1_eps0p0025,stable_shots,b50_lb5_k1_eps0p0025,50.0,5.0,1.0,0.0025,180,1.0,16475.0,13610.555555555555,20000.0,20000.0,0.0062426653332198,0.007096650010951936,0.018914808442364216,0.0214444444444444,0.55,0.45
stable_shots_b50_lb5_k1_eps0p001,stable_shots,b50_lb5_k1_eps0p001,50.0,5.0,1.0,0.001,180,1.0,20000.0,16875.833333333332,20000.0,20000.0,0.0,0.00196272500445185,0.007498644986449805,0.0105341269841269,0.3277777777777778,0.6722222222222223
stable_shots_b50_lb5_k2_eps0p005,stable_shots,b50_lb5_k2_eps0p005,50.0,5.0,2.0,0.005,180,1.0,9100.0,11218.333333333334,20000.0,20000.0,0.0136315217391304,0.013345472932455247,0.030970352355608056,0.0370820987654321,0.6722222222222223,0.3277777777777778
stable_shots_b50_lb5_k2_eps0p0025,stable_shots,b50_lb5_k2_eps0p0025,50.0,5.0,2.0,0.0025,180,1.0,17225.0,13979.444444444445,20000.0,20000.0,0.0061057807807807,0.006545487099824242,0.01756628242207221,0.0218620689655172,0.5388888888888889,0.46111111111111114
stable_shots_b50_lb5_k2_eps0p001,stable_shots,b50_lb5_k2_eps0p001,50.0,5.0,2.0,0.001,180,1.0,20000.0,17357.222222222223,20000.0,20000.0,0.0,0.00148213130871725,0.006795219311156848,0.010550704225352,0.3055555555555556,0.6944444444444444
stable_shots_b50_lb5_k3_eps0p005,stable_shots,b50_lb5_k3_eps0p005,50.0,5.0,3.0,0.005,180,1.0,9325.0,11399.722222222223,20000.0,20000.0,0.01298989039602755,0.012563028930478308,0.030656811854863922,0.0363071428571428,0.6666666666666666,0.3333333333333333
stable_shots_b50_lb5_k3_eps0p0025,stable_shots,b50_lb5_k3_eps0p0025,50.0,5.0,3.0,0.0025,180,1.0,17600.0,14247.222222222223,20000.0,20000.0,0.0046113147178592,0.005933463347795762,0.016639603174603092,0.0198364864864864,0.5333333333333333,0.4666666666666667
stable_shots_b50_lb5_k3_eps0p001,stable_shots,b50_lb5_k3_eps0p001,50.0,5.0,3.0,0.001,180,1.0,20000.0,17589.444444444445,20000.0,20000.0,0.0,0.0013135145857687456,0.006334080338266353,0.0099986899563318,0.29444444444444445,0.7055555555555556
stable_shots_b50_lb5_k5_eps0p005,stable_shots,b50_lb5_k5_eps0p005,50.0,5.0,5.0,0.005,180,1.0,9675.0,11661.388888888889,20000.0,20000.0,0.012192127551182801,0.011790745909829332,0.02932005989911721,0.0346402912621358,0.6388888888888888,0.3611111111111111
stable_shots_b50_lb5_k5_eps0p0025,stable_shots,b50_lb5_k5_eps0p0025,50.0,5.0,5.0,0.0025,180,1.0,18975.0,14664.722222222223,20000.0,20000.0,0.0045060416666666,0.005259887465433441,0.014752512072628893,0.0185488700564971,0.5166666666666667,0.48333333333333334
stable_shots_b50_lb5_k5_eps0p001,stable_shots,b50_lb5_k5_eps0p001,50.0,5.0,5.0,0.001,180,1.0,20000.0,17968.61111111111,20000.0,20000.0,0.0,0.0009483358017748172,0.004874668597168569,0.0073255605381165,0.25,0.75
stable_shots_b50_lb5_k10_eps0p005,stable_shots,b50_lb5_k10_eps0p005,50.0,5.0,10.0,0.005,180,1.0,10475.0,12127.777777777777,20000.0,20000.0,0.00936410256410255,0.010532276201586296,0.028201715686274418,0.0327651821862348,0.6055555555555555,0.39444444444444443
stable_shots_b50_lb5_k10_eps0p0025,stable_shots,b50_lb5_k10_eps0p0025,50.0,5.0,10.0,0.0025,180,1.0,20000.0,15274.722222222223,20000.0,20000.0,0.0,0.004339143354523866,0.013774990974729168,0.0175041062801932,0.4888888888888889,0.5111111111111111
stable_shots_b50_lb5_k10_eps0p001,stable_shots,b50_lb5_k10_eps0p001,50.0,5.0,10.0,0.001,180,1.0,20000.0,18420.555555555555,20000.0,20000.0,0.0,0.0006137954648854477,0.00387713545521832,0.0066242616033755,0.18888888888888888,0.8111111111111111
stable_shots_b50_lb10_k1_eps0p005,stable_shots,b50_lb10_k1_eps0p005,50.0,10.0,1.0,0.005,180,1.0,12000.0,12486.666666666666,20000.0,20000.0,0.009931417112299449,0.009566213871655278,0.023793534212643387,0.028835294117647,0.5833333333333334,0.4166666666666667
stable_shots_b50_lb10_k1_eps0p0025,stable_shots,b50_lb10_k1_eps0p0025,50.0,10.0,1.0,0.0025,180,1.0,20000.0,15376.944444444445,20000.0,20000.0,0.0,0.003798117837713612,0.01257451582867783,0.0162197183098591,0.43333333333333335,0.5666666666666667
stable_shots_b50_lb10_k1_eps0p001,stable_shots,b50_lb10_k1_eps0p001,50.0,10.0,1.0,0.001,180,1.0,20000.0,17930.0,20000.0,20000.0,0.0,0.0008927174999872294,0.005310634092346598,0.0092999999999999,0.2222222222222222,0.7777777777777778
stable_shots_b50_lb10_k2_eps0p005,stable_shots,b50_lb10_k2_eps0p005,50.0,10.0,2.0,0.005,180,1.0,12900.0,12777.5,20000.0,20000.0,0.008692438271604899,0.00887838411372386,0.021978603286384905,0.0250288770053475,0.5833333333333334,0.4166666666666667
stable_shots_b50_lb10_k2_eps0p0025,stable_shots,b50_lb10_k2_eps0p0025,50.0,10.0,2.0,0.0025,180,1.0,20000.0,15598.055555555555,20000.0,20000.0,0.0,0.0035144045005944986,0.011920301418439652,0.0156747663551401,0.4166666666666667,0.5833333333333334
stable_shots_b50_lb10_k2_eps0p001,stable_shots,b50_lb10_k2_eps0p001,50.0,10.0,2.0,0.001,180,1.0,20000.0,18258.61111111111,20000.0,20000.0,0.0,0.0006853030986304806,0.00398247058823529,0.0079115384615384,0.18888888888888888,0.8111111111111111
stable_shots_b50_lb10_k3_eps0p005,stable_shots,b50_lb10_k3_eps0p005,50.0,10.0,3.0,0.005,180,1.0,13000.0,12970.0,20000.0,20000.0,0.00807045454545445,0.008458482052881425,0.02101462463309999,0.0247946808510638,0.5777777777777777,0.4222222222222222
stable_shots_b50_lb10_k3_eps0p0025,stable_shots,b50_lb10_k3_eps0p0025,50.0,10.0,3.0,0.0025,180,1.0,20000.0,15813.333333333334,20000.0,20000.0,0.0,0.003243835328230667,0.010867064539787245,0.0150946808510638,0.40555555555555556,0.5944444444444444
stable_shots_b50_lb10_k3_eps0p001,stable_shots,b50_lb10_k3_eps0p001,50.0,10.0,3.0,0.001,180,1.0,20000.0,18442.222222222223,20000.0,20000.0,0.0,0.0006095584818503561,0.0037963888888888006,0.0063294238683127,0.18888888888888888,0.8111111111111111
